"Lon","Lat","resid","t","a","min_wts_name","WSCSSDA"
-68.4376,48.2881,829,"St Narcisse De Rimouski","Eastern","Rimouski","02QA"
-68.4622,48.3616,244,"Ste Blandine","Eastern","Rimouski","02QA"
-69.0673,48.0933,253,"Ste Francoise De Riviere Du Loup","Eastern","Rimouski","02QA"
-68.7831,48.0338,177,"St Guy","Eastern","Rimouski","02QA"
-68.868,48.2911,162,"St Fabien","Eastern","Rimouski","02QA"
-68.4742,48.1283,276,"La Trinite Des Monts","Eastern","Rimouski","02QA"
-68.9841,48.1842,207,"St Mathieu De Rioux","Eastern","Rimouski","02QA"
-68.7069,48.3714,17,"Bic","Eastern","Rimouski","02QA"
-68.6621,48.3413,238,"St Valerien De Rimouski","Eastern","Rimouski","02QA"
-69.0456,48.2026,231,"St Simon De Rimouski","Eastern","Rimouski","02QA"
-69.3485,48.0061,56,"Isle Verte","Eastern","Rimouski","02QA"
-69.2266,48.0396,154,"St Eloi","Eastern","Rimouski","02QA"
-69.1341,47.7082,180,"St Honore De Temiscouata","Eastern","Rimouski","02QA"
-69.0961,47.9221,141,"St Clement","Eastern","Rimouski","02QA"
-69.0471,48.0037,188,"St Jean De Dieu","Eastern","Rimouski","02QA"
-69.0209,47.8965,144,"St Cyprien De Riviere Du Loup","Eastern","Rimouski","02QA"
-68.9121,47.95,267,"Ste Rita","Eastern","Rimouski","02QA"
-69.4033,47.8325,210,"St Modeste","Eastern","Rimouski","02QA"
-69.3316,47.898,156,"St Epiphane","Eastern","Rimouski","02QA"
-69.2466,47.8541,169,"St Francois Xavier De Viger","Eastern","Rimouski","02QA"
-69.1495,47.8156,182,"St Hubert De Temiscouata","Eastern","Rimouski","02QA"
-69.1963,47.9521,221,"St Paul De La Croix","Eastern","Rimouski","02QA"
-68.9034,48.0431,208,"St Medard","Eastern","Rimouski","02QA"
-67.2567,48.8256,123,"St Adelme","Eastern","Matane","02QB"
-67.5341,48.8479,81,"Matane","Eastern","Matane","02QB"
-67.4412,48.8661,99,"Petit Matane","Eastern","Matane","02QB"
-67.4751,48.7963,201,"St Luc De Matane","Eastern","Matane","02QB"
-67.5588,48.66,265,"Ste Paule","Eastern","Matane","02QB"
-67.3884,48.707,831,"St Rene De Matane","Eastern","Matane","02QB"
-67.6056,48.7315,197,"St Leandre","Eastern","Matane","02QB"
-67.3393,48.5449,233,"St Tharcisius","Eastern","Matane","02QB"
-67.1111,48.8592,187,"St Jean De Cherbourg","Eastern","Matane","02QB"
-67.99,48.577,131,"Padoue","Eastern","Matane","02QB"
-67.8281,48.6623,147,"St Damase De Matane","Eastern","Matane","02QB"
-67.835,48.5824,214,"St Noel","Eastern","Matane","02QB"
-67.8545,48.5496,211,"St Moise","Eastern","Matane","02QB"
-66.1675,49.203,840,"La Martre","Eastern","Matane","02QC"
-66.488,49.1277,839,"Ste Anne Des Monts","Eastern","Matane","02QC"
-66.0677,49.2147,852,"Marsoui","Eastern","Matane","02QC"
-65.725,49.2269,838,"St Maxime Du Mont Louis","Eastern","Matane","02QC"
-65.3551,49.248,856,"Ste Madeleine De La Riviere Madeleine","Eastern","Matane","02QC"
-68.1667,51.8,41,"Gagnon","Eastern","Upper Manicouagan","02TB"
-68.394,49.1264,27,"Chute Aux Outardes","Eastern","Lower aux Outardes","02TE"
-67.8439,49.2986,731,"Franquelin","Eastern","Pentecôte","02UA"
-67.3046,49.4198,15,"Baie Trinite","Eastern","Pentecôte","02UA"
-67.1639,49.7822,117,"Riviere Pentecote","Eastern","Pentecôte","02UA"
-67.0843,52.7954,780,"Fermont","Eastern","Moisie - Coast","02UC"
-64.3325,50.2932,118,"Riviere St Jean","Eastern","Magpie","02VB"
-64.1552,50.2612,78,"Longue Pointe De Mingan","Eastern","Magpie","02VB"
-62.0863,50.2243,1,"Aguanish","Eastern","Aguanus","02WA"
-63.6062,50.2394,50,"Havre St Pierre","Eastern","Aguanus","02WA"
-62.7458,50.3385,13,"Baie Johan Beetz","Eastern","Aguanus","02WA"
-61.8215,50.1854,784,"Natashquan","Eastern","Aguanus","02WA"
-60.669,50.216,785,"La Romaine","Eastern","Olomane","02WC"
-63,49.5,53,"Ile D''Anticosti","Eastern","Anticosti Island","02WD"
-61.9016,47.4043,956,"Fatima","Eastern","Îles de la Madeleine","02WE"
-61.8169,47.4032,993,"Havre Aux Maisons","Eastern","Îles de la Madeleine","02WE"
-61.5527,47.5513,963,"Grande Entree","Eastern","Îles de la Madeleine","02WE"
-61.9505,47.3731,964,"Etang Du Nord","Eastern","Îles de la Madeleine","02WE"
-61.8455,47.2319,966,"Havre Aubert","Eastern","Îles de la Madeleine","02WE"
-61.8714,47.3777,960,"Cap Aux Meules","Eastern","Îles de la Madeleine","02WE"
-61.9487,47.2184,968,"Bassin","Eastern","Îles de la Madeleine","02WE"
-58.9576,50.8336,786,"La Tabatiere","Eastern","Petit Mécatina - Coast","02XA"
-59.6089,50.4702,970,"Kegashka","Eastern","Petit Mécatina - Coast","02XA"
-58.65,51.2167,761,"St Augustin Saguenay","Eastern","St-Augustin - Coast","02XB"
-57.7094,51.4736,994,"Bonne Esperance","Eastern","Saint-Paul - Coast","02XC"
-57.1308,51.4258,787,"Blanc Sablon","Eastern","Strait of Belle Isle - North Shore","02XD"
-73.8384,45.6126,1038,"Boisbriand","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.4707,45.4547,1050,"Brossard","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.8932,45.5418,1099,"Deux Montagnes","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.9434,45.3924,1161,"Ile Perrot","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.7036,45.4378,1210,"Lachine","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.6095,45.5176,1302,"Outremont","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.8095,45.4543,1313,"Pointe Claire","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.287,45.8875,1374,"Lavaltrie","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.2205,45.9582,1486,"St Joseph De Lanoraie","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.5063,45.4923,1494,"St Lambert De Chambly","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.3593,45.8253,1577,"St Sulpice","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.4433,45.6093,1041,"Boucherville","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.5702,45.4302,1601,"Rock Island","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.94,45.4049,1608,"Ste Anne De Bellevue","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.4815,45.4117,1186,"La Prairie","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.1419,46.0845,1191,"La Visitation De L''Ile Dupas","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.6295,45.6933,1684,"Terrebonne","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.4936,45.5385,1234,"Longueuil","St. Lawrence","St. Lawrence Drainage Area","0210"
-72.5445,46.3443,1692,"Trois Rivieres","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.5754,45.4522,1709,"Verdun","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.444,45.739,1328,"Repentigny","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.6289,45.6286,1332,"Riviere Des Prairies","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.126,46.0797,1460,"St Ignace De Loyola","St. Lawrence","St. Lawrence Drainage Area","0210"
-74.1411,45.4011,1498,"St Lazare De Vaudreuil","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.597,45.5887,1500,"St Leonard De Port Maurice","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.5694,45.616,1005,"Anjou","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.8683,45.4309,1020,"Beaconsfield","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.8734,45.3136,1023,"Beauharnois","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.6815,45.4108,1058,"Kahnawake","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.7468,45.3835,1066,"Chateauguay","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.8199,45.4873,1103,"Dollard Des Ormeaux","St. Lawrence","St. Lawrence Drainage Area","0210"
-74.0175,45.3826,1104,"Dorion","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.933,45.3164,1254,"Melocheville","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.6351,45.5866,1271,"Montreal Nord","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.8604,45.4753,1306,"Pierrefonds","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.9846,45.3664,1307,"Pincourt","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.4925,45.6414,1311,"Pointe Aux Trembles","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.1098,46.0413,1354,"Sorel","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.878,45.4849,1556,"St Raphael De L''Ile Bizard","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.1783,46.0806,1637,"Berthierville","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.1507,46.0163,1688,"Tracy","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.6834,45.5025,1496,"Ville St Laurent","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.6496,45.4454,1712,"Ville St Pierre","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.6069,45.4744,1725,"Westmount","St. Lawrence","St. Lawrence Drainage Area","0210"
-74.0308,45.3995,1706,"Vaudreuil","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.3493,45.7722,1708,"Vercheres","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.5606,45.5426,1269,"Montreal","St. Lawrence","St. Lawrence Drainage Area","0210"
-72.5074,46.362,1057,"Cap De La Madeleine","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.75,45.45,1105,"Dorval","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.5474,45.701,1209,"Lachenaie","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.6049,45.4244,1217,"Lasalle","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.7424,45.5906,1220,"Laval","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.1705,46.1651,1592,"St Viateur","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.3427,45.5925,1643,"Ste Julie","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.9326,45.5291,1656,"Ste Marthe Sur Le Lac","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.4232,45.6867,1704,"Varennes","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.785,45.639,1745,"Rosemere","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.646,45.5707,1345,"Sts Martyrs Canadiens","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.9667,45.4333,1350,"Senneville","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.8,45.35,1229,"Lery","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.5147,45.5216,1784,"Lemoyne","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.4621,45.4857,1143,"Greenfield Park","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.8033,45.5053,1341,"Roxboro","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.7567,45.6667,1036,"Bois Des Filion","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.6437,45.5163,1261,"Mont Royal","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.0652,46.0567,1612,"Ste Anne De Sorel","St. Lawrence","St. Lawrence Drainage Area","0210"
-73.5067,45.632,1270,"Montreal Est","St. Lawrence","St. Lawrence Drainage Area","0210"
-70.3208,47.4787,75,"Les Eboulements","St. Lawrence","St. Lawrence Drainage Area","0210"
-70.1551,47.6533,80,"La Malbaie","St. Lawrence","St. Lawrence Drainage Area","0210"
-69.6069,47.769,94,"Notre Dame Du Portage","St. Lawrence","St. Lawrence Drainage Area","0210"
-70.4,47.1,77,"L''Islet Sur Mer","St. Lawrence","St. Lawrence Drainage Area","0210"
-69.4368,47.9876,92,"Notre Dame Des Sept Douleurs","St. Lawrence","St. Lawrence Drainage Area","0210"
-69.7987,47.5894,175,"St Germain De Kamouraska","St. Lawrence","St. Lawrence Drainage Area","0210"
-70.569,47.3086,167,"Petite Riviere St Francois","St. Lawrence","St. Lawrence Drainage Area","0210"
-70.27,47.213,190,"St Jean Port Joli","St. Lawrence","St. Lawrence Drainage Area","0210"
-69.5028,47.9146,174,"St Georges De Cacouna","St. Lawrence","St. Lawrence Drainage Area","0210"
-71.2135,46.8085,282,"Quebec","St. Lawrence","St. Lawrence Drainage Area","0210"
-72.0042,46.5673,763,"Leclercville","St. Lawrence","St. Lawrence Drainage Area","0210"
-70.7361,46.9254,790,"Berthier Sur Mer","St. Lawrence","St. Lawrence Drainage Area","0210"
-70.4568,47.0411,791,"Cap St Ignace","St. Lawrence","St. Lawrence Drainage Area","0210"
-71.1354,46.8966,705,"Boischatel","St. Lawrence","St. Lawrence Drainage Area","0210"
-71.072,46.8877,715,"St Pierre D''Orleans","St. Lawrence","St. Lawrence Drainage Area","0210"
-71.0106,46.8291,806,"St Etienne De Beaumont","St. Lawrence","St. Lawrence Drainage Area","0210"
-70.9124,46.8735,807,"St Michel De Bellechasse","St. Lawrence","St. Lawrence Drainage Area","0210"
-70.826,46.8909,817,"St Vallier","St. Lawrence","St. Lawrence Drainage Area","0210"
-70.2069,47.573,183,"St Irenee","St. Lawrence","St. Lawrence Drainage Area","0210"
-71.2544,46.7798,721,"Sillery","St. Lawrence","St. Lawrence Drainage Area","0210"
-72.0266,46.599,740,"Grondines","St. Lawrence","St. Lawrence Drainage Area","0210"
-71.2336,46.7574,901,"St Romuald","St. Lawrence","St. Lawrence Drainage Area","0210"
-72.2537,46.4948,1019,"Batiscan","St. Lawrence","St. Lawrence Drainage Area","0210"
-70.1795,47.3111,229,"St Roch Des Aulnaies","St. Lawrence","St. Lawrence Drainage Area","0210"
-70.8933,47.045,703,"Beaupre","St. Lawrence","St. Lawrence Drainage Area","0210"
-72.1125,46.5558,913,"Deschaillons Sur St Laurent","St. Lawrence","St. Lawrence Drainage Area","0210"
-70.9001,46.9177,712,"St Jean D''Orleans","St. Lawrence","St. Lawrence Drainage Area","0210"
-70.8137,47.0007,713,"St Francois D''Orleans","St. Lawrence","St. Lawrence Drainage Area","0210"
-70.966,46.9724,716,"Ste Famille","St. Lawrence","St. Lawrence Drainage Area","0210"
-71.7798,46.6708,736,"Cap Sante","St. Lawrence","St. Lawrence Drainage Area","0210"
-71.7411,46.6731,738,"Donnacona","St. Lawrence","St. Lawrence Drainage Area","0210"
-71.933,46.6482,741,"Deschambault","St. Lawrence","St. Lawrence Drainage Area","0210"
-72.2,46.5,1551,"St Pierre Les Becquets","St. Lawrence","St. Lawrence Drainage Area","0210"
-72.3448,46.4409,1060,"Champlain","St. Lawrence","St. Lawrence Drainage Area","0210"
-71.1817,46.8072,895,"Levis","St. Lawrence","St. Lawrence Drainage Area","0210"
-71.4094,46.6998,908,"St Nicolas","St. Lawrence","St. Lawrence Drainage Area","0210"
-69.866,47.5665,62,"Kamouraska","St. Lawrence","St. Lawrence Drainage Area","0210"
-70.038,47.368,69,"La Pocatiere","St. Lawrence","St. Lawrence Drainage Area","0210"
-69.9812,47.4061,218,"St Pacome","St. Lawrence","St. Lawrence Drainage Area","0210"
-71.0907,46.9176,710,"Ange Gardien","St. Lawrence","St. Lawrence Drainage Area","0210"
-70.9275,47.0263,711,"Ste Anne De Beaupre","St. Lawrence","St. Lawrence Drainage Area","0210"
-71.0046,46.8616,714,"St Laurent D''Orleans","St. Lawrence","St. Lawrence Drainage Area","0210"
-71.182,46.865,719,"Beauport","St. Lawrence","St. Lawrence Drainage Area","0210"
-71.5799,46.6983,749,"Neuville","St. Lawrence","St. Lawrence Drainage Area","0210"
-71.9376,46.6142,766,"Lotbiniere","St. Lawrence","St. Lawrence Drainage Area","0210"
-71.7357,46.6223,779,"Ste Croix","St. Lawrence","St. Lawrence Drainage Area","0210"
-71.1338,46.8457,717,"Ste Petronille","St. Lawrence","St. Lawrence Drainage Area","0210"
-70.1422,47.6239,100,"Pointe Au Pic","St. Lawrence","St. Lawrence Drainage Area","0210"
-70.4098,47.3715,54,"St Louis De L''Isle Aux Coudres","St. Lawrence","St. Lawrence Drainage Area","0210"
-69.7281,48.1035,165,"Baie Ste Catherine","St. Lawrence","St. Lawrence Drainage Area","0210"
-70.5422,47.0672,795,"St Antoine De L''Isle Aux Grues","St. Lawrence","St. Lawrence Drainage Area","0210"
-70.3884,47.4182,734,"St Bernard De L''Ile Aux Coudres","St. Lawrence","St. Lawrence Drainage Area","0210"
-70.6653,47.032,962,"Grosse Ile","St. Lawrence","St. Lawrence Drainage Area","0210"
-70.1105,47.6609,21,"Cap A L''Aigle","St. Lawrence","St. Lawrence Drainage Area","0210"
-66.619,50.1344,42,"Gallix","St. Lawrence","St. Lawrence Drainage Area","0210"
-67.8969,48.7196,12,"Baie Des Sables","St. Lawrence","St. Lawrence Drainage Area","0210"
-68.0154,48.6666,82,"Metis Sur Mer","St. Lawrence","St. Lawrence Drainage Area","0210"
-69.4035,48.3457,36,"Escoumins","St. Lawrence","St. Lawrence Drainage Area","0210"
-67.176,48.9359,48,"Grosses Roches","St. Lawrence","St. Lawrence Drainage Area","0210"
-68.4189,49.0439,101,"Pointe Aux Outardes","St. Lawrence","St. Lawrence Drainage Area","0210"
-66.9847,48.9975,76,"Les Mechins","St. Lawrence","St. Lawrence Drainage Area","0210"
-66.8602,50.024,105,"Port Cartier","St. Lawrence","St. Lawrence Drainage Area","0210"
-64.7753,50.2767,110,"Riviere Au Tonnerre","St. Lawrence","St. Lawrence Drainage Area","0210"
-68.1991,49.1596,103,"Pointe Lebel","St. Lawrence","St. Lawrence Drainage Area","0210"
-67.7011,48.7859,236,"St Ulric De Matane","St. Lawrence","St. Lawrence Drainage Area","0210"
-69.1053,48.6157,243,"Ste Anne De Portneuf","St. Lawrence","St. Lawrence Drainage Area","0210"
-69.6943,48.149,274,"Tadoussac","St. Lawrence","St. Lawrence Drainage Area","0210"
-65.8071,49.2222,849,"Mont St Pierre","St. Lawrence","St. Lawrence Drainage Area","0210"
-65.8951,49.2188,855,"Riviere A Claude","St. Lawrence","St. Lawrence Drainage Area","0210"
-66.4094,49.1595,857,"Tourelle","St. Lawrence","St. Lawrence Drainage Area","0210"
-68.464,48.5161,242,"Pointe Au Pere","St. Lawrence","St. Lawrence Drainage Area","0210"
-67.3921,48.8819,249,"Ste Felicite De Matane","St. Lawrence","St. Lawrence Drainage Area","0210"
-68.6361,48.9363,286,"Betsiamites","St. Lawrence","St. Lawrence Drainage Area","0210"
-66.6845,49.0953,841,"Cap Chat","St. Lawrence","St. Lawrence Drainage Area","0210"
-68.1518,49.2229,11,"Baie Comeau","St. Lawrence","St. Lawrence Drainage Area","0210"
-67.5973,49.3231,44,"Godbout","St. Lawrence","St. Lawrence Drainage Area","0210"
-66.0883,50.1917,84,"Moisie","St. Lawrence","St. Lawrence Drainage Area","0210"
-68.5329,49.0706,107,"Ragueneau","St. Lawrence","St. Lawrence Drainage Area","0210"
-68.5262,48.4492,108,"Rimouski","St. Lawrence","St. Lawrence Drainage Area","0210"
-69.236,48.5677,222,"St Paul Du Nord","St. Lawrence","St. Lawrence Drainage Area","0210"
-66.3849,50.2055,271,"Sept Iles","St. Lawrence","St. Lawrence Drainage Area","0210"
-69.1632,48.1274,277,"Trois Pistoles","St. Lawrence","St. Lawrence Drainage Area","0210"
-66.8422,49.0498,22,"Capucins","St. Lawrence","St. Lawrence Drainage Area","0210"
-68.5141,48.4696,137,"Rimouski Est","St. Lawrence","St. Lawrence Drainage Area","0210"
-67.9642,48.6833,74,"Les Boules","St. Lawrence","St. Lawrence Drainage Area","0210"
-78.9139,48.0262,1027,"Bellecombe","Northern Quebec","Upper Ottawa","02JB"
-79.0165,48.3621,1091,"D''Alembert","Northern Quebec","Upper Ottawa","02JB"
-79.2372,47.5491,1004,"Angliers","Northern Quebec","Upper Ottawa","02JB"
-79,47.4,1218,"Latulipe Et Gaboury","Northern Quebec","Upper Ottawa","02JB"
-79.2044,47.7597,1327,"Remigny","Northern Quebec","Upper Ottawa","02JB"
-79.2448,47.9131,1338,"Rollet","Northern Quebec","Upper Ottawa","02JB"
-79.1298,48.241,1118,"Evain","Northern Quebec","Upper Ottawa","02JB"
-78.5408,48.6452,1219,"Launay","Northern Quebec","Upper Ottawa","02JB"
-78.9481,47.5505,1258,"Moffet","Northern Quebec","Upper Ottawa","02JB"
-79.4858,47.594,1297,"Notre Dame Du Nord","Northern Quebec","Upper Ottawa","02JB"
-78.4446,48.5257,1639,"Ste Gertrude De Manneville","Northern Quebec","Upper Ottawa","02JB"
-79.3144,47.6581,1773,"Guerin","Northern Quebec","Upper Ottawa","02JB"
-78.3792,48.2243,1054,"Cadillac","Northern Quebec","Upper Ottawa","02JB"
-78.3618,48.4072,1320,"Preissac","Northern Quebec","Upper Ottawa","02JB"
-79.022,48.2374,1340,"Rouyn Noranda","Northern Quebec","Upper Ottawa","02JB"
-78.717,48.3712,1537,"St Norbert De Mont Brun","Northern Quebec","Upper Ottawa","02JB"
-79.0188,48.2342,1006,"Arntfield","Northern Quebec","Upper Ottawa","02JB"
-79.1525,48.1123,1022,"Beaudry","Northern Quebec","Upper Ottawa","02JB"
-78.9091,48.2143,1252,"Mcwatters","Northern Quebec","Upper Ottawa","02JB"
-78.8672,48.3648,1483,"St Joseph De Clericy","Northern Quebec","Upper Ottawa","02JB"
-79.2521,48.0399,1265,"Montbeillard","Northern Quebec","Upper Ottawa","02JB"
-78.9926,48.1703,1452,"St Guillaume De Granada","Northern Quebec","Upper Ottawa","02JB"
-78.9534,48.4593,1098,"Destor","Northern Quebec","Upper Ottawa","02JB"
-78.727,47.5359,1212,"Laforce","Northern Quebec","Upper Ottawa","02JB"
-78.5686,47.5769,1761,"Winneway","Northern Quebec","Upper Ottawa","02JB"
-79.1514,48.0106,1081,"Cloutier","Northern Quebec","Upper Ottawa","02JB"
-79.4234,47.688,1275,"Nedelec","Northern Quebec","Upper Ottawa","02JC"
-79.3512,47.3525,1287,"Lorrainville","Northern Quebec","Upper Ottawa","02JE"
-79.4379,47.4639,1390,"St Bruno De Guigues","Northern Quebec","Upper Ottawa","02JE"
-79.3674,47.2003,1420,"St Edouard De Fabre","Northern Quebec","Upper Ottawa","02JE"
-79.1001,46.7182,1683,"Temiscaming","Northern Quebec","Upper Ottawa","02JE"
-78.7033,47.3909,1029,"Belleterre","Northern Quebec","Upper Ottawa","02JE"
-79.1996,47.3962,1130,"Fugereville","Northern Quebec","Upper Ottawa","02JE"
-79.3302,47.2894,1553,"Bearn","Northern Quebec","Upper Ottawa","02JE"
-79.4352,47.3301,1713,"Ville Marie","Northern Quebec","Upper Ottawa","02JE"
-79.352,47.5121,1753,"St Eugene De Guigues","Northern Quebec","Upper Ottawa","02JE"
-78.9843,46.7839,1334,"Kipawa","Northern Quebec","Upper Ottawa","02JE"
-79.3085,47.4245,1221,"Laverlochere","Northern Quebec","Upper Ottawa","02JE"
-77.6963,46.1965,1325,"Rapides Des Joachims","Northern Quebec","Central Ottawa","02KA"
-77.4667,46.1833,1126,"Sheen Esher Aberdeen Et Malakoff","Northern Quebec","Central Ottawa","02KA"
-76.7374,45.8408,1125,"Fort Coulonge","Northern Quebec","Central Ottawa","02KC"
-76.6659,45.7454,1137,"Grand Calumet","Northern Quebec","Central Ottawa","02KC"
-76.6601,45.5933,1317,"Portage Du Fort","Northern Quebec","Central Ottawa","02KC"
-76.458,45.5311,1046,"Bristol","Northern Quebec","Central Ottawa","02KC"
-76.6213,45.6786,1051,"Bryson","Northern Quebec","Central Ottawa","02KC"
-77.1433,45.8812,1163,"Isle Aux Allumettes","Northern Quebec","Central Ottawa","02KC"
-76.5972,45.7337,1762,"Campbell''S Bay","Northern Quebec","Central Ottawa","02KC"
-77.0707,45.9091,1760,"Chapeau","Northern Quebec","Central Ottawa","02KC"
-76.58,45.75,1232,"Litchfield","Northern Quebec","Central Ottawa","02KC"
-76.5167,45.65,1076,"Clarendon","Northern Quebec","Central Ottawa","02KC"
-76.0843,45.5498,1316,"Pontiac","Northern Quebec","Central Ottawa","02KF"
-75.8422,45.3905,1014,"Aylmer","Northern Quebec","Central Ottawa","02KF"
-76.7331,45.8525,1797,"Mansfield Et Pontefract","Northern Quebec","Central Ottawa","02KG"
-74.3692,49.9132,1072,"Chibougamau","Northern Quebec","Harricanaw","03AA"
-74.8525,49.7822,1062,"Chapais","Northern Quebec","Harricanaw","03AA"
-77.6847,48.6493,1183,"La Morandiere","Northern Quebec","Harricanaw","03AC"
-77.6258,49.7589,1250,"Matagami","Northern Quebec","Harricanaw","03AC"
-77.24,48.3912,1349,"Senneterre","Northern Quebec","Harricanaw","03AC"
-77.5005,48.588,1061,"Champneuf","Northern Quebec","Harricanaw","03AC"
-77.6368,48.4359,1122,"Fiedmont Et Barraute","Northern Quebec","Harricanaw","03AC"
-76.9815,49.0529,1225,"Lebel Sur Quevillon","Northern Quebec","Harricanaw","03AC"
-77.0329,48.7039,1204,"Lac Parent","Northern Quebec","Harricanaw","03AC"
-77.5012,48.6753,1336,"Rochebaucourt","Northern Quebec","Harricanaw","03AC"
-79.1422,48.7489,1083,"Colombourg","Northern Quebec","Upper Abitibi","04MA"
-79.4932,48.8855,1188,"La Reine","Northern Quebec","Upper Abitibi","04MA"
-79.202,48.6624,1303,"Palmarolle","Northern Quebec","Upper Abitibi","04MA"
-79.4588,48.9518,1495,"St Lambert De Desmeloizes","Northern Quebec","Upper Abitibi","04MA"
-78.8563,48.7284,1012,"Authier","Northern Quebec","Upper Abitibi","04MA"
-79.2052,48.8138,1189,"La Sarre","Northern Quebec","Upper Abitibi","04MA"
-79.0043,48.7559,1239,"Macamic","Northern Quebec","Upper Abitibi","04MA"
-79.0539,48.8638,1469,"Chazel","Northern Quebec","Upper Abitibi","04MA"
-78.8667,48.7833,1028,"Bellefeuille","Northern Quebec","Upper Abitibi","04MA"
-79.17,48.92,1077,"Clermont","Northern Quebec","Upper Abitibi","04MA"
-79.227,48.5035,1112,"Duparquet","Northern Quebec","Upper Abitibi","04MA"
-79.4059,48.6051,1339,"Roquemaure","Northern Quebec","Upper Abitibi","04MA"
-79.3615,48.8298,1465,"St Jacques De Dupuy","Northern Quebec","Upper Abitibi","04MA"
-79.1152,48.6023,1638,"Ste Germaine Boule","Northern Quebec","Upper Abitibi","04MA"
-79.2986,48.7486,1641,"Ste Helene De Mancebourg","Northern Quebec","Upper Abitibi","04MA"
-78.6849,48.6613,1682,"Taschereau","Northern Quebec","Upper Abitibi","04MA"
-79.4441,48.7488,1078,"Clerval","Northern Quebec","Upper Abitibi","04MA"
-79.3652,48.9988,1278,"Normetal","Northern Quebec","Upper Abitibi","04MA"
-78.9854,48.6606,1319,"Poularies","Northern Quebec","Upper Abitibi","04MA"
-79.2887,48.6026,1497,"Gallichan","Northern Quebec","Upper Abitibi","04MA"
-78.6962,48.8073,1759,"Languedoc","Northern Quebec","Upper Abitibi","04MA"
-79.3008,48.5515,1324,"Rapide Danseur","Northern Quebec","Upper Abitibi","04MA"
-78.8595,48.8374,1758,"Authier Nord","Northern Quebec","Upper Abitibi","04MA"
-78.1382,48.4724,1521,"St Mathieu D''Harricana","Northern Quebec","Harricanaw","04NA"
-77.8032,48.1053,1694,"Val D''Or","Northern Quebec","Harricanaw","04NA"
-78.1118,48.5736,1003,"Amos","Northern Quebec","Harricanaw","04NA"
-78.3059,49.458,1165,"Joutel","Northern Quebec","Harricanaw","04NA"
